round_num,exp_name,attack_type,byzantine_fraction,aggregator,n_byzantine,train_loss,train_acc,eval_loss,eval_acc,enc_time_s
1,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,1.3123,0.5254,2.1995,0.2321,0.0169
2,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,1.173,0.5797,1.6921,0.3707,0.0152
3,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,1.0213,0.6377,1.3942,0.5062,0.0169
4,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.9239,0.6739,1.2721,0.5574,0.0155
5,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.8388,0.703,1.033,0.6335,0.0132
6,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.7853,0.721,1.0204,0.6313,0.0136
7,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.7349,0.7402,1.0308,0.6328,0.0176
8,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.6973,0.7522,0.933,0.6669,0.0131
9,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.6667,0.763,0.903,0.6834,0.0131
10,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.6454,0.7721,0.7492,0.7364,0.0139
11,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.6211,0.7807,0.7839,0.7243,0.0168
12,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.6005,0.7883,0.7886,0.7225,0.0154
13,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5854,0.7954,0.736,0.7456,0.0133
14,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5702,0.7992,0.714,0.7569,0.015
15,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5588,0.8025,0.9237,0.6861,0.0133
16,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5453,0.8091,0.7868,0.7333,0.0153
17,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5369,0.8099,0.6565,0.7692,0.0149
18,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5268,0.8145,0.8085,0.7166,0.015
19,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5175,0.8185,0.6892,0.7607,0.0133
20,constant_inject_0.1_fedmedian,constant_inject,0.1,fedmedian,0,0.5067,0.8215,0.6764,0.7687,0.0148
