round_num,exp_name,attack_type,byzantine_fraction,aggregator,n_byzantine,train_loss,train_acc,eval_loss,eval_acc,enc_time_s
1,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,1.3139,0.5228,2.1941,0.1068,0.0138
2,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,1.1753,0.5783,1.7296,0.3837,0.0152
3,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,1.0373,0.629,1.2962,0.5265,0.0172
4,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.9326,0.6673,1.1347,0.5918,0.0211
5,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.853,0.6976,1.1757,0.5816,0.014
6,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.7961,0.7163,0.9507,0.6727,0.0183
7,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.7473,0.7336,0.8949,0.685,0.0149
8,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.7059,0.7496,0.8627,0.7012,0.0172
9,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.6762,0.7596,1.0857,0.6287,0.0158
10,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.6453,0.7718,0.864,0.7007,0.0151
11,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.6252,0.7799,0.8957,0.6863,0.015
12,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.6062,0.7855,0.812,0.7198,0.0133
13,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5882,0.792,0.8684,0.7034,0.015
14,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.575,0.7969,0.7476,0.745,0.0134
15,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5588,0.8021,0.7103,0.7549,0.017
16,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5476,0.8067,0.7253,0.7488,0.0157
17,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5405,0.8095,0.7387,0.7486,0.0151
18,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5301,0.8129,0.7766,0.7281,0.0168
19,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.5212,0.8164,0.7801,0.7307,0.0149
20,sign_inverted_0.1_fedavg,sign_inverted,0.1,fedavg,0,0.508,0.822,0.7184,0.7506,0.0137
